-3.0083,7.8778,4.25,-1.6516,15.77175484,0.65,0.65
-3.0245,7.6788,4.25,-1.653,15.97141315,0.65,0.65
-3.0411,7.4798,4.25,-1.6546,16.17110431,0.65,0.65
-3.058,7.2809,4.25,-1.6564,16.370721,0.65,0.65
-3.0752,7.082,4.25,-1.6582,16.5703633,0.65,0.65
-3.0928,6.8831,4.25,-1.66,16.77004046,0.65,0.65
-3.1108,6.6843,4.25,-1.6615,16.96965369,0.65,0.65
-3.129,6.4855,4.25,-1.6628,17.16928505,0.65,0.65
-3.1475,6.2867,4.25,-1.664,17.36894399,0.65,0.65
-3.1661,6.0879,4.25,-1.665,17.56861221,0.65,0.65
-3.185,5.8891,4.25,-1.6658,17.7683086,0.65,0.65
-3.204,5.6904,4.25,-1.6664,17.96791494,0.65,0.65
-3.2231,5.4916,4.25,-1.6668,18.16763036,0.65,0.65
-3.2423,5.2929,4.25,-1.6671,18.36725584,0.65,0.65
-3.2615,5.0942,4.25,-1.6672,18.56688131,0.65,0.65
-3.2807,4.8955,4.1844,-1.6671,18.76650679,0.65,0.65
-3.2999,4.6967,4.0627,-1.6669,18.9662318,0.65,0.65
-3.319,4.498,3.9379,-1.6665,19.16584768,0.65,0.65
-3.338,4.2993,3.8095,-1.666,19.36545402,0.65,0.65
-3.3569,4.1005,3.6767,-1.6654,19.56515041,0.65,0.65
-3.3757,3.9017,3.539,-1.6648,19.76483737,0.65,0.65
-3.3944,3.703,3.3958,-1.6642,19.96441537,0.65,0.65
-3.413,3.5042,3.2461,-1.6635,20.1640836,0.65,0.65
-3.4314,3.3054,3.0891,-1.6629,20.36373329,0.65,0.65
-3.4497,3.1066,2.9251,-1.6621,20.56337379,0.65,0.65
-3.4676,2.9077,2.7694,-1.6577,20.76307762,0.65,0.65
-3.4838,2.7087,2.6291,-1.6449,20.96273593,0.65,0.65
-3.4964,2.5095,2.5022,-1.6219,21.16233403,0.65,0.65
-3.5034,2.31,2.3892,-1.588,21.3619568,0.65,0.65
-3.5026,2.1103,2.2885,-1.5429,21.5616584,0.65,0.65
-3.4916,1.911,2.1982,-1.4866,21.76126173,0.65,0.65
-3.4683,1.7128,2.1184,-1.4191,21.96082658,0.65,0.65
-3.4305,1.5168,2.0492,-1.34,22.1604383,0.65,0.65
-3.3763,1.3247,1.9925,-1.249,22.36003803,0.65,0.65
-3.3036,1.1388,1.9528,-1.145,22.5596479,0.65,0.65
-3.2109,0.9622,1.9376,-1.027,22.75909927,0.65,0.65
-3.0969,0.7984,1.9368,-0.8978,22.9586649,0.65,0.65
-2.9626,0.6509,1.9359,-0.7671,23.15814608,0.65,0.65
-2.8106,0.5216,1.944,-0.6444,23.35770181,0.65,0.65
-2.6446,0.4109,1.9721,-0.5343,23.55722747,0.65,0.65
-2.468,0.3179,2.0198,-0.4373,23.75681845,0.65,0.65
-2.2837,0.2413,2.0817,-0.3524,23.95640315,0.65,0.65
-2.0939,0.1795,2.1547,-0.2792,24.15601096,0.65,0.65
-1.9004,0.1306,2.2382,-0.2173,24.35559418,0.65,0.65
-1.7044,0.0927,2.3325,-0.1669,24.55522486,0.65,0.65
-1.5069,0.0636,2.4387,-0.128,24.75485717,0.65,0.65
-1.3085,0.041,2.5438,-0.1007,24.95454022,0.65,0.65
-1.1097,0.0226,2.6447,-0.0853,25.15418992,0.65,0.65
-0.9107,0.0064,2.7417,-0.0789,25.35384822,0.65,0.65
-0.7117,-0.009,2.8354,-0.0748,25.55344321,0.65,0.65
-0.5125,-0.0234,2.926,-0.07,25.75316302,0.65,0.65
-0.3133,-0.037,3.0138,-0.0661,25.95282673,0.65,0.65
-0.1141,-0.0499,3.099,-0.0633,26.15244399,0.65,0.65
0.0852,-0.0623,3.1819,-0.0614,26.35212937,0.65,0.65
0.2844,-0.0745,3.2626,-0.0606,26.55170262,0.65,0.65
0.4837,-0.0866,3.3413,-0.0608,26.75136959,0.65,0.65
0.683,-0.0988,3.4181,-0.0617,26.95104265,0.65,0.65
0.8823,-0.1112,3.4931,-0.0627,27.15072802,0.65,0.65
1.0815,-0.1238,3.5665,-0.0641,27.35032612,0.65,0.65
1.2807,-0.1368,3.6384,-0.0657,27.54994987,0.65,0.65
1.48,-0.1501,3.6862,-0.0675,27.74969315,0.65,0.65
1.6791,-0.1637,3.5541,-0.0695,27.9492571,0.65,0.65
1.8783,-0.1778,3.4174,-0.0718,28.1489555,0.65,0.65
2.0774,-0.1924,3.2756,-0.0743,28.34859009,0.65,0.65
2.2765,-0.2075,3.1275,-0.0772,28.54826187,0.65,0.65
2.4755,-0.2231,2.972,-0.0793,28.74787239,0.65,0.65
2.6746,-0.2388,2.8154,-0.0768,28.94759044,0.65,0.65
2.8737,-0.2532,2.6738,-0.0657,29.14721051,0.65,0.65
3.073,-0.2644,2.547,-0.0446,29.34682496,0.65,0.65
3.2726,-0.2703,2.4324,-0.0132,29.54651214,0.65,0.65
3.4722,-0.269,2.3285,0.0286,29.74611637,0.65,0.65
3.6716,-0.2582,2.2338,0.0806,29.94580864,0.65,0.65
3.8699,-0.2362,2.1471,0.1429,30.14532528,0.65,0.65
4.0664,-0.2007,2.0684,0.2158,30.34500627,0.65,0.65
4.2594,-0.15,1.9977,0.2997,30.54455449,0.65,0.65
4.4472,-0.0823,1.9362,0.395,30.74418447,0.65,0.65
4.627,0.0041,1.8876,0.5028,30.9436663,0.65,0.65
4.7958,0.1106,1.8615,0.6251,31.1432551,0.65,0.65
4.9493,0.2379,1.8606,0.7623,31.34267311,0.65,0.65
5.0838,0.3853,1.8598,0.8971,31.54221511,0.65,0.65
5.1987,0.5484,1.893,1.0142,31.74172355,0.65,0.65
5.2952,0.7231,1.9494,1.1161,31.94130396,0.65,0.65
5.3746,0.9062,2.0177,1.2047,32.14087843,0.65,0.65
5.4387,1.0953,2.0968,1.2807,32.34054721,0.65,0.65
5.4895,1.2883,2.1854,1.3446,32.54012085,0.65,0.65
5.529,1.484,2.2843,1.3962,32.73976739,0.65,0.65
5.5596,1.6813,2.3951,1.4356,32.93942623,0.65,0.65
5.5837,1.8795,2.5021,1.4624,33.13908606,0.65,0.65
5.6037,2.0781,2.6046,1.4768,33.33869057,0.65,0.65
5.6217,2.277,2.7031,1.4833,33.53840339,0.65,0.65
5.6387,2.4759,2.7981,1.4878,33.73802856,0.65,0.65
5.6548,2.6749,2.8899,1.4918,33.93767878,0.65,0.65
5.6702,2.8739,2.9788,1.4953,34.13727377,0.65,0.65
5.685,3.073,3.065,1.4982,34.33692309,0.65,0.65
5.6992,3.2722,3.1488,1.5006,34.53662857,0.65,0.65
5.7131,3.4714,3.2304,1.5022,34.73631295,0.65,0.65
5.7266,3.6705,3.3098,1.5034,34.93587011,0.65,0.65
5.7399,3.8697,3.3874,1.5045,35.13551362,0.65,0.65
5.7531,4.069,3.4631,1.5055,35.33525027,0.65,0.65
5.766,4.2682,3.5372,1.5064,35.53486753,0.65,0.65
5.7788,4.4674,3.6096,1.5073,35.73447835,0.65,0.65
5.7914,4.6667,3.6806,1.5081,35.93417625,0.65,0.65
5.8038,4.866,3.7502,1.5089,36.13386162,0.65,0.65
5.8161,5.0652,3.8185,1.5095,36.33344101,0.65,0.65
5.8283,5.2645,3.8854,1.51,36.53311406,0.65,0.65
5.8403,5.4638,3.9512,1.5104,36.732775,0.65,0.65
5.8524,5.6631,4.0159,1.5107,36.93244197,0.65,0.65
5.8643,5.8624,4.0795,1.5108,37.13209693,0.65,0.65
5.8763,6.0617,4.142,1.5109,37.33175786,0.65,0.65
5.8882,6.261,4.2036,1.5108,37.53141282,0.65,0.65
5.9002,6.4603,4.25,1.5106,37.73107375,0.65,0.65
5.9123,6.6595,4.25,1.5103,37.93064091,0.65,0.65
5.9244,6.8588,4.25,1.5099,38.13030788,0.65,0.65
5.9366,7.0581,4.25,1.5093,38.32998094,0.65,0.65
5.9489,7.2574,4.25,1.5087,38.52966013,0.65,0.65
5.9614,7.4566,4.25,1.508,38.72925194,0.65,0.65
